"x","y","color","pen down?","x","y","color","pen down?"
"477","17","105","true","477","170","15","true"
"478","17","105","true","478","172","15","true"
"479","15","105","true","479","172","15","true"
"480","16","105","true","480","167","15","true"
"481","16","105","true","481","168","15","true"
"482","15","105","true","482","161","15","true"
"483","14","105","true","483","162","15","true"
"484","14","105","true","484","159","15","true"
"485","14","105","true","485","155","15","true"
"486","15","105","true","486","156","15","true"
"487","15","105","true","487","152","15","true"
"488","14","105","true","488","153","15","true"
"489","15","105","true","489","147","15","true"
"490","14","105","true","490","147","15","true"
"491","12","105","true","491","147","15","true"
"492","12","105","true","492","147","15","true"
"493","13","105","true","493","147","15","true"
"494","11","105","true","494","148","15","true"
"495","11","105","true","495","146","15","true"
"496","11","105","true","496","149","15","true"
"497","10","105","true","497","148","15","true"
"498","10","105","true","498","144","15","true"
"499","10","105","true","499","152","15","true"
"500","10","105","true","500","151","15","true"
"501","10","105","true","501","154","15","true"
"502","9","105","true","502","151","15","true"
"503","10","105","true","503","149","15","true"
"504","10","105","true","504","146","15","true"
"505","11","105","true","505","144","15","true"
"506","11","105","true","506","143","15","true"
"507","11","105","true","507","142","15","true"
"508","12","105","true","508","144","15","true"
"509","12","105","true","509","143","15","true"
"510","10","105","true","510","140","15","true"
"511","10","105","true","511","140","15","true"
"512","11","105","true","512","142","15","true"
"513","11","105","true","513","140","15","true"
"514","10","105","true","514","146","15","true"
"515","12","105","true","515","152","15","true"
"516","14","105","true","516","150","15","true"
"517","13","105","true","517","157","15","true"
"518","13","105","true","518","156","15","true"
"519","13","105","true","519","156","15","true"
"520","13","105","true","520","155","15","true"
"521","13","105","true","521","158","15","true"
"522","11","105","true","522","150","15","true"
"523","11","105","true","523","146","15","true"
"524","11","105","true","524","148","15","true"
"525","11","105","true","525","153","15","true"
"526","11","105","true","526","147","15","true"
"527","11","105","true","527","147","15","true"
"528","13","105","true","528","147","15","true"
"529","14","105","true","529","146","15","true"
"530","14","105","true","530","151","15","true"
"531","15","105","true","531","150","15","true"
"532","15","105","true","532","148","15","true"
"533","15","105","true","533","146","15","true"
"534","15","105","true","534","148","15","true"
"535","16","105","true","535","145","15","true"
"536","15","105","true","536","143","15","true"
"537","15","105","true","537","145","15","true"
"538","14","105","true","538","152","15","true"
"539","15","105","true","539","151","15","true"
"540","14","105","true","540","147","15","true"
"541","15","105","true","541","148","15","true"
"542","15","105","true","542","149","15","true"
"543","15","105","true","543","150","15","true"
"544","15","105","true","544","153","15","true"
"545","13","105","true","545","153","15","true"
"546","13","105","true","546","152","15","true"
"547","14","105","true","547","156","15","true"
"548","14","105","true","548","154","15","true"
"549","14","105","true","549","151","15","true"
"550","15","105","true","550","155","15","true"
"551","14","105","true","551","162","15","true"
"552","15","105","true","552","159","15","true"
"553","17","105","true","553","159","15","true"
"554","17","105","true","554","161","15","true"
"555","16","105","true","555","162","15","true"
"556","17","105","true","556","158","15","true"
"557","17","105","true","557","159","15","true"
"558","15","105","true","558","161","15","true"
"559","15","105","true","559","164","15","true"
"560","14","105","true","560","161","15","true"
"561","13","105","true","561","163","15","true"
"562","13","105","true","562","164","15","true"
"563","14","105","true","563","161","15","true"
"564","14","105","true","564","161","15","true"
"565","15","105","true","565","159","15","true"
"566","14","105","true","566","161","15","true"
"567","14","105","true","567","159","15","true"
"568","13","105","true","568","161","15","true"
"569","13","105","true","569","159","15","true"
"570","13","105","true","570","157","15","true"
"571","13","105","true","571","159","15","true"
